0,0.244873,0,0,0,0,0,0,0,0,0,0,0,0.755127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.84006e-09,0.243574,0,0,0,0.00902163,-0.0145106,0,0,0,0,0,0,0.749195,0,0,0,-0.000956908,0.0563509,0,0,0.00902163,0.0145106,0,0,0.00154353,0,0,0,0,0,0,0,-0.000956908,-0.0563509,0,0,0.00544364,0,0,0,0,0,0,0,0,0,0,0,0.000244141,0
1.56801e-08,0.246957,0,0,0,0.0121338,-0.0140437,0,0,0,0,0,0,0.739135,0,0,0,-0.00187909,0.0653476,0,0,0.0121338,0.0140437,0,0,0.0025551,0,0,0,0,0,0,0,-0.00187909,-0.0653476,0,0,0.0108646,0,0,0,0,0,0,0,0,0,0,0,0.000488281,0
2.35202e-08,0.249582,0,0,0,0.0123444,-0.014159,0,0,0,0,0,0,0.733118,0,0,0,-0.00195988,0.0648689,0,0,0.0123444,0.014159,0,0,0.0028593,0,0,0,0,0,0,0,-0.00195988,-0.0648689,0,0,0.0129753,0,0,0,0,0,0,0,0,0,0,0,0.00146484,0
3.13603e-08,0.257498,0,0,0,0.0127004,-0.0143889,0,0,0,0,0,0,0.723521,0,0,0,-0.00148861,0.0637193,0,0,0.0127004,0.0143889,0,0,0.0029998,0,0,0,0,0,0,0,-0.00148861,-0.0637193,0,0,0.0135393,0,0,0,0,0,0,0,0,0,0,0,0.00244141,0
3.92003e-08,0.26205,0,0,0,0.0133117,-0.0145661,0,0,0,0,0,0,0.717528,0,0,0,-0.00121816,0.0628835,0,0,0.0133117,0.0145661,0,0,0.00308665,0,0,0,0,0,0,0,-0.00121816,-0.0628835,0,0,0.0136728,0,0,0,0,0,0,0,0,0,0,0,0.00366211,0
4.70404e-08,0.269587,0,0,0,0.0138511,-0.0145059,0,0,0,0,0,0,0.709413,0,0,0,-0.00135053,0.0615361,0,0,0.0138511,0.0145059,0,0,0.00311849,0,0,0,0,0,0,0,-0.00135053,-0.0615361,0,0,0.0134879,0,0,0,0,0,0,0,0,0,0,0,0.00439453,0
5.48804e-08,0.27763,0,0,0,0.0144355,-0.0146808,0,0,0,0,0,0,0.699989,0,0,0,-0.00132883,0.0597921,0,0,0.0144355,0.0146808,0,0,0.0031319,0,0,0,0,0,0,0,-0.00132883,-0.0597921,0,0,0.0131458,0,0,0,0,0,0,0,0,0,0,0,0.00610352,0
6.27205e-08,0.284656,0,0,0,0.0150935,-0.0148997,0,0,0,0,0,0,0.691745,0,0,0,-0.00128684,0.0584625,0,0,0.0150935,0.0148997,0,0,0.00318616,0,0,0,0,0,0,0,-0.00128684,-0.0584625,0,0,0.0128452,0,0,0,0,0,0,0,0,0,0,0,0.00756836,0
7.05606e-08,0.288564,0,0,0,0.0157172,-0.0147273,0,0,0,0,0,0,0.685855,0,0,0,-0.00114686,0.0575414,0,0,0.0157172,0.0147273,0,0,0.00318431,0,0,0,0,0,0,0,-0.00114686,-0.0575414,0,0,0.0126314,0,0,0,0,0,0,0,0,0,0,0,0.00976562,0
7.84006e-08,0.294186,0,0,0,0.0160934,-0.0147178,0,0,0,0,0,0,0.679443,0,0,0,-0.000927044,0.0567148,0,0,0.0160934,0.0147178,0,0,0.00317759,0,0,0,0,0,0,0,-0.000927044,-0.0567148,0,0,0.0124515,0,0,0,0,0,0,0,0,0,0,0,0.0107422,0
8.62407e-08,0.302473,0,0,0,0.0164656,-0.0149336,0,0,0,0,0,0,0.669857,0,0,0,-0.000943117,0.0548369,0,0,0.0164656,0.0149336,0,0,0.00319059,0,0,0,0,0,0,0,-0.000943117,-0.0548369,0,0,0.0120275,0,0,0,0,0,0,0,0,0,0,0,0.0124512,0
9.40808e-08,0.306837,0,0,0,0.0170389,-0.0150053,0,0,0,0,0,0,0.665077,0,0,0,-0.00100874,0.0543651,0,0,0.0170389,0.0150053,0,0,0.00322169,0,0,0,0,0,0,0,-0.00100874,-0.0543651,0,0,0.0119249,0,0,0,0,0,0,0,0,0,0,0,0.0129395,0
1.01921e-07,0.317533,0,0,0,0.0175553,-0.0152768,0,0,0,0,0,0,0.653878,0,0,0,-0.00122386,0.052932,0,0,0.0175553,0.0152768,0,0,0.00326765,0,0,0,0,0,0,0,-0.00122386,-0.052932,0,0,0.0116498,0,0,0,0,0,0,0,0,0,0,0,0.0136719,0
1.09761e-07,0.320443,0,0,0,0.0180052,-0.0153336,0,0,0,0,0,0,0.650168,0,0,0,-0.00120558,0.0520738,0,0,0.0180052,0.0153336,0,0,0.00328757,0,0,0,0,0,0,0,-0.00120558,-0.0520738,0,0,0.0114532,0,0,0,0,0,0,0,0,0,0,0,0.0146484,0
