N0,4096
n,1e+15
Ge:,0.075
L:,25.7919
wPE:,2.57689e+06
a:,6.2035e-06
Ec:,3.71817e-23
Te:,35.9087
lDeb:,2.10819
kap:,0.474342
dtMD,0.001
