5.16499,19.1599,6.11478,0.426084,-0.00173688,-0.343885
7.08809,10.2556,24.7085,0.818551,-0.457891,0.577248
23.6923,17.4411,6.1765,-0.200895,0.513848,0.132691
6.82971,18.4271,6.4104,-0.409997,-0.0577921,0.217686
1.15746,7.74052,16.8216,0.0604766,-0.0588426,0.113289
2.76217,21.3019,8.57227,-0.0572976,0.189453,0.612522
3.79436,17.2084,0.248006,0.0199517,-0.0258562,-0.283849
10.7917,2.20152,15.5191,-1.43562,0.315564,-0.584202
20.1384,3.26737,1.93041,0.288569,0.695702,0.210537
13.2204,2.90084,14.6312,-0.249627,-0.00154401,-0.343196
6.40499,22.2385,21.073,0.25903,0.386153,-0.219021
7.61522,11.1771,16.3803,1.13188,-0.177433,0.390544
8.72348,21.2517,13.2463,-1.35717,-0.272026,-1.28079
6.05447,8.5675,17.016,0.27915,0.0351777,-0.718656
17.1999,1.3825,1.54258,0.280426,0.48434,0.412873
24.2068,18.1174,19.7505,0.844172,1.7868,-0.505012
13.002,9.9691,22.6636,-0.10444,-0.0746229,0.807446
3.47368,3.34029,2.99666,0.369938,-0.203055,-0.569669
2.38988,1.95217,8.03396,-0.148561,-0.48315,0.429771
21.3013,4.92851,14.6573,0.718089,0.0136682,0.327206
19.4926,17.2938,15.5196,-0.025581,-1.20176,0.45894
9.66585,14.0365,5.22836,0.847537,-0.395508,0.00745165
18.094,5.87384,15.4305,0.721694,0.508103,-0.0993843
21.3036,1.10922,11.1714,-0.00830471,-0.0983908,-0.845772
6.75456,18.0831,4.33185,0.608979,0.0873093,-0.552398
16.5818,25.2477,7.30495,-0.428759,1.20217,0.541778
21.052,18.636,21.5641,-0.489177,0.468177,0.394616
20.0668,0.131036,8.13079,-0.940141,0.801718,-0.589895
23.2419,10.7358,20.0394,0.145866,0.00888414,0.262335
18.7543,23.1196,13.002,0.306851,0.314257,0.522948
21.576,1.42933,14.6457,0.0140777,-0.13644,-0.313822
23.1084,15.4045,10.4758,-0.062717,0.486433,-0.246977
4.11141,9.63323,22.1929,-0.0778885,0.499004,-0.309347
3.62094,3.62168,15.4778,0.22364,0.458043,-0.951661
9.14273,21.5966,2.92292,0.147938,0.511935,-0.397466
23.1506,1.66076,21.593,1.50961,-1.4759,0.332287
11.7945,15.3518,6.30797,-0.0838044,0.213415,0.0593354
21.773,6.09662,0.260231,-0.116197,0.142655,-0.257865
21.6891,5.39498,1.80255,0.273446,0.36333,-0.130004
3.68779,16.2128,18.0964,-0.539344,-0.4286,-0.209041
20.4977,4.19423,24.1308,0.455133,1.00627,-0.0174218
2.85591,23.1997,2.9888,0.985354,-0.0935913,-0.0998048
15.7449,16.5767,9.71831,0.454274,-1.01402,-0.0509806
9.94876,4.93425,10.5623,0.503898,-0.448448,-0.654511
15.3896,23.3799,20.8209,0.0627902,-0.216671,-0.241233
18.4633,15.7392,11.7647,0.116286,-0.386516,-0.248286
20.9944,1.12799,1.53579,-0.210293,-0.39671,-0.40478
21.4085,11.338,20.3172,-0.298313,1.05698,0.576966
0.766727,24.332,3.20798,0.692764,-1.4759,-0.0311947
25.7276,13.8741,5.21287,-0.367773,0.162274,-0.466707
11.2859,19.9185,15.9341,0.667765,0.785723,0.570298
24.1494,4.58046,1.12396,0.260805,0.642028,-0.464414
10.8684,24.9724,20.9194,-0.25779,0.487305,-0.0793871
6.52929,1.27442,2.6031,0.769232,-0.729133,-0.245692
18.2706,1.71076,6.65085,-0.106478,-0.155106,-0.109337
2.0449,2.18484,13.8702,-0.0467328,-0.952031,-0.398087
0.867782,0.329745,24.0204,0.0241555,-0.0060237,0.104875
13.8208,18.7754,19.4011,0.494251,-0.687604,0.301912
24.8602,7.96055,14.6456,-0.0789075,-0.706092,0.538278
7.6945,23.4045,11.1623,-0.779146,0.0482897,-0.485376
10.9038,22.7589,24.7983,-0.246554,-0.07306,-0.677332
25.5316,25.7847,8.7056,0.978327,0.217934,-0.624814
19.9643,20.0358,15.6093,-0.615301,0.627407,-0.59302
22.4448,17.3442,4.52252,0.199371,0.176583,-0.135278
10.0273,21.7336,5.0648,-0.909246,0.457104,0.00478637
5.8864,3.95082,12.8,0.157468,-0.487932,0.482993
24.796,4.05563,22.2791,1.32226,-1.855,-0.716609
14.1378,12.0639,11.6543,0.861711,-0.522929,0.119945
16.8829,7.36135,22.2591,0.25011,0.125678,-0.775436
23.7064,24.0997,15.7405,1.51851,-0.240388,0.638254
21.3682,20.0745,9.51247,-0.31598,0.406628,-0.561251
5.51567,7.75441,9.24631,-0.433705,1.02735,0.00576988
11.3028,15.5316,10.7606,0.542308,0.00237271,-0.370895
20.3043,6.422,21.676,0.0998323,0.0784636,0.644177
22.4918,13.2068,7.95098,-0.244546,-0.00924737,0.197577
16.7082,1.37186,2.98781,0.158288,0.483811,-0.0497872
12.9597,13.0147,20.3443,0.476844,0.202261,-0.247326
25.47,22.9806,8.96089,-0.840304,1.04091,1.54538
22.6149,21.0137,22.682,-0.646565,-0.0491659,-0.107824
3.54649,23.5795,8.61059,0.55247,-0.921402,0.580068
7.80173,4.42384,12.5846,1.26641,0.245317,0.886145
3.95383,16.5376,8.59419,0.039421,0.272052,-0.279613
9.14816,13.7149,10.2521,0.490974,-0.243687,-0.166557
1.07126,1.21977,18.2166,-0.640802,-0.668135,0.19013
13.9376,24.2386,14.1308,-0.2915,0.746409,-0.528713
8.81047,6.73189,15.85,-0.0567734,-0.594344,0.34341
18.6697,5.50177,8.47511,-0.42341,0.59901,-0.782228
20.461,8.92171,2.41315,-0.216529,-0.759372,0.204024
6.21993,7.04357,14.3104,0.431744,-0.604849,0.410929
25.4485,11.0977,1.37625,-1.07949,-0.595668,-0.0485949
21.9655,23.0733,20.3482,1.01989,-0.440705,-0.338844
9.31145,0.538425,25.4482,-0.452401,0.892081,0.0476298
25.4404,17.0928,9.2256,-0.276995,0.520055,0.512732
14.7603,1.8277,0.931163,0.700605,1.09014,0.180795
11.6834,15.8829,9.70825,-0.23594,0.145436,0.797057
20.5894,0.587657,22.6907,-0.281753,-0.179889,-0.273527
12.8466,21.1632,20.6976,0.177437,0.831474,0.499671
18.1009,18.1375,7.81871,0.361956,1.10427,0.244107
