N0,4096
n,1e+16
Ge:,0.075
L:,25.7919
wPE:,8.14884e+06
a:,2.87941e-06
Ec:,8.01054e-23
Te:,77.3629
lDeb:,2.10819
kap:,0.474342
dtMD,0.001
