N0,4096
n,1e+13
Ge:,0.075
L:,25.7919
wPE:,257689
a:,2.87941e-05
Ec:,8.01054e-24
Te:,7.73629
lDeb:,2.10819
kap:,0.474342
dtMD,0.001
