N0,4096
n,1e+11
Ge:,0.075
L:,25.7919
wPE:,25768.9
a:,0.00013365
Ec:,1.72582e-24
Te:,1.66673
lDeb:,2.10819
kap:,0.474342
dtMD,0.001
