N0,4096
n,1e+14
Ge:,0.075
L:,25.7919
wPE:,814884
a:,1.3365e-05
Ec:,1.72582e-23
Te:,16.6673
lDeb:,2.10819
kap:,0.474342
dtMD,0.001
